date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,-0.2190494785970889,-0.11420664046151918,-0.39568262291495127,-0.2319025499112489,0.9763545670847665,0.8057381033339889,30.5310001373291
2016-07-01 01:00:00,-0.2380094392956287,-0.0814002714271363,-0.4113561846737414,-0.25180039802591486,0.9239704456399899,0.8574449056901414,27.78700065612793
2016-07-01 02:00:00,-0.3138490796839644,-0.24543229171079897,-0.44255681945148145,-0.29104336710079826,0.6105235936690048,0.6022469705798733,27.78700065612793
2016-07-01 03:00:00,-0.3233290262989303,-0.1470130678664849,-0.44255681945148145,-0.27114551898613226,0.6362863065548713,0.7039925369569313,25.04400062561035
2016-07-01 04:00:00,-0.28540923983906646,-0.1470130678664849,-0.4113561846737414,-0.2319025499112489,0.6886706327434898,0.7039925369569313,21.947999954223643
2016-07-01 05:00:00,-0.2474893859105947,-0.04859390239275386,-0.4060828345075313,-0.19265959730863952,0.8458234065655037,0.8574449056901414,21.173999786376953
2016-07-01 06:00:00,-0.02945034389194568,0.34508310972566913,-0.3176077741386784,-0.05503285844159743,1.6831122919596226,1.6697415972077325,22.79199981689453
2016-07-01 07:00:00,0.008469510036526087,0.5091151883799143,-0.29153400078730823,0.08259388042544467,1.7354964134043993,2.2802149954700806,23.143999099731445
2016-07-01 08:00:00,-0.2569693325255607,0.3778894787600518,-0.2707335776021481,0.16107978563066344,-0.09537543553280958,0.9591904720671994,21.66699981689453
2016-07-01 09:00:00,-0.3990272524852935,0.1482446620370406,-0.34880840891641846,-0.035687753953654,-0.33153373935851027,0.8574449056901414,17.445999145507812
2016-07-01 10:00:00,-0.3421475053268898,0.1482446620370406,-0.3384081973238384,-0.01578990583898805,-0.09537543553280958,1.0592680001090113,19.979000091552734
2016-07-01 11:00:00,-0.2285294252120549,0.1482446620370406,-0.30720754508409576,-0.01578990583898805,0.32283965932772846,1.0592680001090113,20.11899948120117
2016-07-01 12:00:00,-0.38006729178675375,0.1482446620370406,-0.3644819706752086,-0.01578990583898805,-0.20014388316620482,1.1109748024651633,19.20499992370605
2016-07-01 13:00:00,-0.38006729178675375,0.21385740010580592,-0.3696088495635811,0.20032273823327282,0.03515592973029444,1.2627591328631274,18.57200050354004
2016-07-01 14:00:00,-0.3233290262989303,0.34508310972566913,-0.2707335776021481,0.2589108612129217,-0.4354434913188622,0.9591904720671994,19.55599975585937
2016-07-01 15:00:00,-0.3233290262989303,0.44350233356998303,-0.2656066987137757,0.2589108612129217,-0.40968077843299494,1.1109748024651633,17.305000305175778
2016-07-01 16:00:00,-0.4464270530287314,0.08263180722710912,-0.3800090611561611,-0.05503285844159743,-0.3839180655471285,1.0592680001090113,19.48600006103516
2016-07-01 17:00:00,-0.37058734517178776,0.04982543819272624,-0.39040927274874115,-0.0942758110442068,0.008534316427543072,1.0592680001090113,19.13400077819824
2016-07-01 18:00:00,-0.2474893859105947,0.31227674069128625,-0.26033334854756557,0.18042489011860685,0.008534316427543072,1.0592680001090113,20.68199920654297
2016-07-01 19:00:00,-0.2664492791405267,0.3778894787600518,-0.2707335776021481,0.18042489011860685,-0.04384980501723397,1.1610135664860692,18.71199989318848
2016-07-01 20:00:00,-0.28540923983906646,0.3778894787600518,-0.2707335776021481,0.18042489011860685,-0.174381170280338,1.1109748024651633,17.868000030517578
