date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5792171509878786,0.8775044609060103
2016-07-01 01:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5792171509878786,0.8775044609060103
2016-07-01 02:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5586342657463277,0.678272117856137
2016-07-01 03:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.2232967100975148,0.3995560114321921
2016-07-01 04:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.22343770780533798,-0.014089086151996777
2016-07-01 05:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11186361233584506,-0.3801129179216732
2016-07-01 06:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11172263387396893,-0.6719299709988028
2016-07-01 07:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11158166503309608,-0.8210519479536861
2016-07-01 08:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.8600011185647665,-0.8280120665817439,-0.11144070581191358,-0.8884161696371126
2016-07-01 09:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.8600011185647665,-0.8280120665817439,-0.1112997562091086,-0.9035093133434948
2016-07-01 10:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.8600011185647665,-0.8280120665817439,-0.11115881622336866,-0.9035093133434948
2016-07-01 11:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11101788585338146,-0.9035093133434948
2016-07-01 12:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11087696509783494,-0.9035093133434948
2016-07-01 13:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11073605395541734,-0.9035093133434948
2016-07-01 14:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11059515242481727,-0.9035093133434948
2016-07-01 15:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11045426050472355,-0.9035093133434948
2016-07-01 16:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11031337819382532,-0.9035093133434948
2016-07-01 17:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11017250549081177,-0.9035093133434948
2016-07-01 18:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.11003164239437262,-0.9035093133434948
2016-07-01 19:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10989078890319764,-0.9035093133434948
2016-07-01 20:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10974994501597717,-0.9035093133434948
2016-07-01 21:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10960911073140149,-0.9035093133434948
2016-07-01 22:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10946828604816132,-0.9035093133434948
2016-07-01 23:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10932747096494753,-0.9035093133434948
2016-07-02 00:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10918666548045151,-0.9035093133434948
2016-07-02 01:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10904586959336464,-0.9035093133434948
2016-07-02 02:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10890508330237865,-0.9035093133434948
2016-07-02 03:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10876430660618562,-0.9035093133434948
2016-07-02 04:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.1086235395034778,-0.9035093133434948
2016-07-02 05:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10848278199294785,-0.9035093133434948
2016-07-02 06:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.1083420340732885,-0.9035093133434948
2016-07-02 07:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10820129574319286,-0.9035093133434948
2016-07-02 08:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10806056700135423,-0.9035093133434948
2016-07-02 09:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.1079198478464663,-0.9035093133434948
2016-07-02 10:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.107779138277223,-0.9035093133434948
2016-07-02 11:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10763843829231844,-0.9035093133434948
2016-07-02 12:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10749774789044703,-0.9035093133434948
2016-07-02 13:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.1073570670703035,-0.9035093133434948
2016-07-02 14:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10721639583058284,-0.9035093133434948
2016-07-02 15:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.23009337057528664,-0.9035093133434948
2016-07-02 16:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.23023402265807566,-0.9035093133434948
2016-07-02 17:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.23037466516435537,-0.9035093133434948
2016-07-02 18:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.2304608514817471,-0.9035093133434948
2016-07-02 19:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5700853782138464,-0.9035093133434948
2016-07-02 20:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5702259919984211,-0.9035093133434948
2016-07-02 21:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.6450221300494444,-0.9035093133434948
2016-07-02 22:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.30567882131780527,-0.9035093133434948
2016-07-02 23:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.3058194063924033,-0.9035093133434948
2016-07-03 00:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.25175281558642354,-0.9035093133434948
2016-07-03 01:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5912678609881982,-0.9035093133434948
2016-07-03 02:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.5914084173645409,-0.9035093133434948
2016-07-03 03:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,0.2339859385212648,-0.9035093133434948
2016-07-03 04:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10524800368870275,-0.9035093133434948
2016-07-03 05:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10510747599890095,-0.9035093133434948
2016-07-03 06:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.1049669578686776,-0.9035093133434948
2016-07-03 07:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10482644929673209,-0.9035093133434948
2016-07-03 08:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10468595028176418,-0.9035093133434948
2016-07-03 09:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10454546082247396,-0.9035093133434948
2016-07-03 10:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10440498091756167,-0.9035093133434948
2016-07-03 11:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10426451056572793,-0.6376689178406466
2016-07-03 12:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.1041240497656734,-0.37178951847665015
2016-07-03 13:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10398359851609924,-0.10587112074971998
2016-07-03 14:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10384315681570687,-0.10575412565936919
2016-07-03 15:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10370272466319773,-0.008631093396183231
2016-07-03 16:00:00,-0.835197619804973,-0.9323358749033146,-0.5994658360064414,-0.9450404849957375,-0.8280120665817439,-0.10356230205727378,0.10436397750798175
